seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent,v009_state
733,0,112804.0,167694.0,-54890.0,loss,DONE,DONE,1,719,0,0,0.656958,1.1533169,1.3200424400000004,1.521833,3.2075636250010575,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8257.0, ""11"": 13537.0, ""12"": 11303.0, ""13"": 15348.0, ""14"": 19508.0, ""15"": 23035.0, ""16"": 24955.0, ""17"": 28227.0, ""18"": 31246.0, ""19"": 37914.0, ""2"": 81.0, ""20"": 49581.0, ""21"": 55088.0, ""22"": 62418.0, ""23"": 68190.0, ""24"": 74174.0, ""25"": 80855.0, ""26"": 89684.0, ""27"": 95594.0, ""28"": 111143.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 655.0, ""7"": 111.0, ""8"": 1108.0, ""9"": 1459.0}","{""BUILD_PASTURE"": 12, ""CARE"": 245, ""COLLECT_FERTILIZER"": 270, ""DIG"": 13, ""DROP"": 73, ""EAST"": 866, ""FEED"": 256, ""HARVEST"": 199, ""NORTH"": 1336, ""PASS"": 1667, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1001, ""WATER"": 748, ""WEST"": 1085}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 191, ""BUY_SEED"": 49, ""HIRE"": 320, ""SELL"": 178}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 521, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 110, ""SELL:MILK"": 119, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 400, ""SELL:WOOL"": 178}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10089, ""MILK"": 9921, ""STRAWBERRY"": 9800, ""WOOL"": 9882}, ""previous_prices"": {""MELON"": 171.0, ""MILK"": 237.0, ""STRAWBERRY"": 239.0, ""WOOL"": 241.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
733,1,113756.0,168119.0,-54363.0,loss,DONE,DONE,1,719,0,0,0.661167,1.146133,1.3134750000000022,1.511791,3.166676666995045,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8257.0, ""11"": 13537.0, ""12"": 11303.0, ""13"": 15348.0, ""14"": 19508.0, ""15"": 23035.0, ""16"": 25041.0, ""17"": 28182.0, ""18"": 31302.0, ""19"": 38007.0, ""2"": 81.0, ""20"": 50367.0, ""21"": 56037.0, ""22"": 64435.0, ""23"": 71933.0, ""24"": 74743.0, ""25"": 86165.0, ""26"": 90302.0, ""27"": 96582.0, ""28"": 112334.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 655.0, ""7"": 111.0, ""8"": 1108.0, ""9"": 1459.0}","{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 270, ""DIG"": 14, ""DROP"": 75, ""EAST"": 871, ""FEED"": 254, ""HARVEST"": 204, ""NORTH"": 1323, ""PASS"": 1672, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 110, ""SOUTH"": 981, ""WATER"": 738, ""WEST"": 1109}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 49, ""HIRE"": 320, ""SELL"": 172}","{""BUY_ANIMAL:COW"": 5, ""BUY_ANIMAL:SHEEP"": 7, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 39, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 111, ""SELL:MILK"": 120, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 396, ""SELL:WOOL"": 180}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10090, ""MILK"": 9904, ""STRAWBERRY"": 9825, ""WOOL"": 9884}, ""previous_prices"": {""MELON"": 169.0, ""MILK"": 245.0, ""STRAWBERRY"": 231.0, ""WOOL"": 241.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
17,0,95599.0,130730.0,-35131.0,loss,DONE,DONE,1,719,0,0,0.656875,1.1464577,1.3570081200000013,1.796833,3.1968201670024428,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9819.0, ""11"": 11602.0, ""12"": 11245.0, ""13"": 15026.0, ""14"": 16383.0, ""15"": 18357.0, ""16"": 21974.0, ""17"": 23320.0, ""18"": 24931.0, ""19"": 29237.0, ""2"": 82.0, ""20"": 44008.0, ""21"": 52114.0, ""22"": 55726.0, ""23"": 59879.0, ""24"": 64991.0, ""25"": 70990.0, ""26"": 80246.0, ""27"": 81780.0, ""28"": 92927.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 666.0, ""7"": 80.0, ""8"": 1002.0, ""9"": 1600.0}","{""BUILD_PASTURE"": 12, ""CARE"": 226, ""COLLECT_FERTILIZER"": 271, ""DIG"": 23, ""DROP"": 80, ""EAST"": 923, ""FEED"": 259, ""HARVEST"": 200, ""NORTH"": 1367, ""PASS"": 1532, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 969, ""WATER"": 725, ""WEST"": 1102}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 194, ""BUY_SEED"": 48, ""HIRE"": 316, ""SELL"": 193}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 16, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 32, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 118, ""SELL:MILK"": 211, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 375, ""SELL:WOOL"": 78}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10097, ""MILK"": 9941, ""STRAWBERRY"": 9952, ""WOOL"": 10011}, ""previous_prices"": {""MELON"": 156.0, ""MILK"": 227.0, ""STRAWBERRY"": 178.0, ""WOOL"": 193.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 0}"
17,1,95786.0,138039.0,-42253.0,loss,DONE,DONE,1,719,0,0,0.638667,1.13375,1.3188860600000014,1.563042,3.1155435420005233,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9598.0, ""11"": 11191.0, ""12"": 10907.0, ""13"": 14325.0, ""14"": 18003.0, ""15"": 19620.0, ""16"": 23070.0, ""17"": 25105.0, ""18"": 26288.0, ""19"": 34887.0, ""2"": 82.0, ""20"": 44238.0, ""21"": 45263.0, ""22"": 49395.0, ""23"": 62046.0, ""24"": 62918.0, ""25"": 73169.0, ""26"": 75344.0, ""27"": 80702.0, ""28"": 92987.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 672.0, ""7"": 109.0, ""8"": 589.0, ""9"": 1476.0}","{""BUILD_PASTURE"": 12, ""CARE"": 222, ""COLLECT_FERTILIZER"": 267, ""DIG"": 26, ""DROP"": 70, ""EAST"": 906, ""FEED"": 260, ""HARVEST"": 191, ""NORTH"": 1295, ""PASS"": 1570, ""PICKUP"": 73, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 944, ""WATER"": 721, ""WEST"": 1117}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 196, ""BUY_SEED"": 51, ""HIRE"": 312, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 526, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 111, ""SELL:MILK"": 172, ""SELL:STRAWBERRY"": 120, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 107}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10086, ""MILK"": 9920, ""STRAWBERRY"": 9861, ""WOOL"": 9971}, ""previous_prices"": {""MELON"": 176.0, ""MILK"": 238.0, ""STRAWBERRY"": 219.0, ""WOOL"": 229.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
42,0,86917.0,138614.0,-51697.0,loss,DONE,DONE,1,719,0,0,0.643667,1.1476250000000003,1.4231880600000002,36.320292,3.167711958005384,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8227.0, ""11"": 9785.0, ""12"": 9490.0, ""13"": 13184.0, ""14"": 16431.0, ""15"": 17418.0, ""16"": 20252.0, ""17"": 21808.0, ""18"": 23730.0, ""19"": 27698.0, ""2"": 82.0, ""20"": 37606.0, ""21"": 38971.0, ""22"": 42810.0, ""23"": 50592.0, ""24"": 57329.0, ""25"": 62222.0, ""26"": 70095.0, ""27"": 72388.0, ""28"": 85200.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 665.0, ""7"": 100.0, ""8"": 662.0, ""9"": 885.0}","{""BUILD_PASTURE"": 12, ""CARE"": 208, ""COLLECT_FERTILIZER"": 272, ""DIG"": 26, ""DROP"": 78, ""EAST"": 824, ""FEED"": 253, ""HARVEST"": 184, ""NORTH"": 1346, ""PASS"": 1563, ""PICKUP"": 73, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 1012, ""WATER"": 726, ""WEST"": 1135}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 53, ""HIRE"": 314, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 119, ""SELL:MILK"": 123, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 379, ""SELL:WOOL"": 134}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 1, ""previous_inventory"": {""MELON"": 10098, ""MILK"": 9961, ""STRAWBERRY"": 9877, ""WOOL"": 9981}, ""previous_prices"": {""MELON"": 154.0, ""MILK"": 214.0, ""STRAWBERRY"": 213.0, ""WOOL"": 226.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 1}"
42,1,85827.0,133082.0,-47255.0,loss,DONE,DONE,1,719,0,0,0.651875,1.1293715,1.3575595600000008,28.992959,3.2099545000019134,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8227.0, ""11"": 9785.0, ""12"": 9490.0, ""13"": 13184.0, ""14"": 16431.0, ""15"": 17418.0, ""16"": 20252.0, ""17"": 21808.0, ""18"": 23730.0, ""19"": 27698.0, ""2"": 82.0, ""20"": 37606.0, ""21"": 38971.0, ""22"": 42661.0, ""23"": 53041.0, ""24"": 58618.0, ""25"": 62868.0, ""26"": 68484.0, ""27"": 71676.0, ""28"": 84200.0, ""3"": 136.0, ""4"": 95.0, ""5"": 402.0, ""6"": 665.0, ""7"": 100.0, ""8"": 662.0, ""9"": 885.0}","{""BUILD_PASTURE"": 12, ""CARE"": 212, ""COLLECT_FERTILIZER"": 272, ""DIG"": 22, ""DROP"": 87, ""EAST"": 819, ""FEED"": 253, ""HARVEST"": 183, ""NORTH"": 1331, ""PASS"": 1567, ""PICKUP"": 74, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 1005, ""WATER"": 722, ""WEST"": 1132}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 53, ""HIRE"": 313, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 119, ""SELL:MILK"": 124, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 379, ""SELL:WOOL"": 137}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 1, ""previous_inventory"": {""MELON"": 10098, ""MILK"": 9980, ""STRAWBERRY"": 9888, ""WOOL"": 9984}, ""previous_prices"": {""MELON"": 154.0, ""MILK"": 199.0, ""STRAWBERRY"": 209.0, ""WOOL"": 224.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 1}"
2026,0,102225.0,132694.0,-30469.0,loss,DONE,DONE,1,719,0,0,0.656417,1.1539872000000002,1.3345711200000003,1.537833,3.157191000005696,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7498.0, ""11"": 10349.0, ""12"": 10081.0, ""13"": 13732.0, ""14"": 17943.0, ""15"": 21050.0, ""16"": 23238.0, ""17"": 25649.0, ""18"": 30677.0, ""19"": 34916.0, ""2"": 82.0, ""20"": 47977.0, ""21"": 51895.0, ""22"": 57951.0, ""23"": 64025.0, ""24"": 69205.0, ""25"": 73268.0, ""26"": 84566.0, ""27"": 89545.0, ""28"": 99675.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 85.0, ""8"": 558.0, ""9"": 1055.0}","{""BUILD_PASTURE"": 12, ""CARE"": 253, ""COLLECT_FERTILIZER"": 273, ""DIG"": 23, ""DROP"": 71, ""EAST"": 924, ""FEED"": 256, ""HARVEST"": 197, ""NORTH"": 1328, ""PASS"": 1575, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 924, ""WATER"": 741, ""WEST"": 1129}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 50, ""HIRE"": 317, ""SELL"": 178}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 517, ""BUY_SEED:CARROT"": 16, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 114, ""SELL:MILK"": 69, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 226}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9979, ""STRAWBERRY"": 9898, ""WOOL"": 9929}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 200.0, ""STRAWBERRY"": 205.0, ""WOOL"": 237.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
2026,1,100056.0,124324.0,-24268.0,loss,DONE,DONE,1,719,0,0,0.650666,1.1307997,1.2901218200000002,1.678,3.1863270419999026,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7498.0, ""11"": 10349.0, ""12"": 10040.0, ""13"": 16459.0, ""14"": 17825.0, ""15"": 20871.0, ""16"": 22684.0, ""17"": 27321.0, ""18"": 30373.0, ""19"": 35706.0, ""2"": 82.0, ""20"": 49539.0, ""21"": 51455.0, ""22"": 58237.0, ""23"": 62081.0, ""24"": 68179.0, ""25"": 73147.0, ""26"": 82185.0, ""27"": 86906.0, ""28"": 97403.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 662.0, ""7"": 85.0, ""8"": 558.0, ""9"": 1055.0}","{""BUILD_PASTURE"": 12, ""CARE"": 252, ""COLLECT_FERTILIZER"": 270, ""DIG"": 21, ""DROP"": 71, ""EAST"": 895, ""FEED"": 260, ""HARVEST"": 194, ""NORTH"": 1321, ""PASS"": 1609, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 934, ""WATER"": 721, ""WEST"": 1106}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 203, ""BUY_SEED"": 45, ""HIRE"": 315, ""SELL"": 175}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 32, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 112, ""SELL:MILK"": 69, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 379, ""SELL:WOOL"": 232}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10091, ""MILK"": 9992, ""STRAWBERRY"": 9932, ""WOOL"": 9935}, ""previous_prices"": {""MELON"": 167.0, ""MILK"": 185.0, ""STRAWBERRY"": 189.0, ""WOOL"": 236.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
217,0,94572.0,134254.0,-39682.0,loss,DONE,DONE,1,719,0,0,0.647666,1.151875,1.301676940000001,1.572334,3.1439366250051535,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8839.0, ""11"": 11259.0, ""12"": 10947.0, ""13"": 14797.0, ""14"": 17125.0, ""15"": 19019.0, ""16"": 21853.0, ""17"": 23591.0, ""18"": 25144.0, ""19"": 35004.0, ""2"": 82.0, ""20"": 44121.0, ""21"": 47916.0, ""22"": 53277.0, ""23"": 55657.0, ""24"": 60042.0, ""25"": 67258.0, ""26"": 74381.0, ""27"": 80961.0, ""28"": 91864.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 669.0, ""7"": 95.0, ""8"": 863.0, ""9"": 1372.0}","{""BUILD_PASTURE"": 12, ""CARE"": 223, ""COLLECT_FERTILIZER"": 275, ""DIG"": 14, ""DROP"": 81, ""EAST"": 878, ""FEED"": 259, ""HARVEST"": 192, ""NORTH"": 1298, ""PASS"": 1620, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 101, ""SOUTH"": 972, ""WATER"": 773, ""WEST"": 1108}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 192, ""BUY_SEED"": 49, ""HIRE"": 317, ""SELL"": 194}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 520, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 116, ""SELL:MILK"": 191, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 93}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10095, ""MILK"": 9957, ""STRAWBERRY"": 9878, ""WOOL"": 10017}, ""previous_prices"": {""MELON"": 160.0, ""MILK"": 217.0, ""STRAWBERRY"": 213.0, ""WOOL"": 183.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 0}"
217,1,97995.0,143148.0,-45153.0,loss,DONE,DONE,1,719,0,0,0.651875,1.1565336,1.332899440000002,1.541833,3.168286417007039,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8839.0, ""11"": 11259.0, ""12"": 10947.0, ""13"": 14797.0, ""14"": 17125.0, ""15"": 19077.0, ""16"": 22657.0, ""17"": 24053.0, ""18"": 26131.0, ""19"": 33741.0, ""2"": 82.0, ""20"": 43018.0, ""21"": 47706.0, ""22"": 53664.0, ""23"": 61886.0, ""24"": 64426.0, ""25"": 73895.0, ""26"": 79416.0, ""27"": 84333.0, ""28"": 95253.0, ""3"": 136.0, ""4"": 97.0, ""5"": 398.0, ""6"": 669.0, ""7"": 95.0, ""8"": 863.0, ""9"": 1372.0}","{""BUILD_PASTURE"": 12, ""CARE"": 235, ""COLLECT_FERTILIZER"": 275, ""DIG"": 18, ""DROP"": 84, ""EAST"": 850, ""FEED"": 257, ""HARVEST"": 195, ""NORTH"": 1339, ""PASS"": 1582, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 1018, ""WATER"": 745, ""WEST"": 1096}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 195, ""BUY_SEED"": 51, ""HIRE"": 317, ""SELL"": 192}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 521, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 35, ""SELL:CARROT"": 35, ""SELL:FERTILIZER"": 275, ""SELL:MELON"": 114, ""SELL:MILK"": 186, ""SELL:STRAWBERRY"": 123, ""SELL:WHEAT"": 384, ""SELL:WOOL"": 108}",v009b_public_meta_counter,frontier,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9988, ""STRAWBERRY"": 9889, ""WOOL"": 9956}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 190.0, ""STRAWBERRY"": 208.0, ""WOOL"": 233.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
